Name,Nom_couran,2026-01-18,2026-01-19,2026-01-20,2026-01-21,2026-01-22,2026-01-23,2026-01-24,2026-01-25,2026-01-26,2026-01-27,2026-01-28,2026-01-29,2026-01-30,2026-01-31,2026-02-01,2026-02-02,2026-02-03,2026-02-04,2026-02-05,2026-02-06,2026-02-07,TOTAL_ha
KHNICHET,,334.78870839680985,334.78870839680974,334.78870839680974,328.63944581023577,144.88233939060586,582.5860246569706,582.5860246569706,582.5860246569706,582.5860246569707,248.16018071159814,118.26681157951802,284.82601482818,284.82601482818006,284.82601482818006,284.82601482818,617.4538644432995,524.7685758255063,837.3328584079997,837.3328584079997,837.3328584079997,837.3328584079997,9805.516934523794
KENITRA,,567.9561903378116,567.9561903378116,567.9561903378116,386.6426335223389,411.39825312142165,411.3982531214216,411.3982531214216,411.39825312142165,411.39825312142165,279.1315915973498,495.3433815032242,495.3433815032242,495.3433815032242,495.3433815032242,495.3433815032242,278.94083592064953,344.28177893425436,344.28177893425436,344.2817789342543,344.2817789342543,344.28177893425436,8903.700699848272
SIDI AHMED BEN AISSA,,559.64595893666,559.6459589366599,559.6459589366599,235.9342453470387,106.93884237292718,617.7404393295227,617.7404393295228,617.7404393295228,617.7404393295228,212.76599980535772,31.379254231136542,402.14983576124,402.14983576124,402.14983576124,402.14983576124,144.40833365716674,105.60713529331582,426.0214165389117,426.0214165389117,426.0214165389117,426.0214165389117,8299.61845403562
NOUIRATE,,400.719108375675,400.719108375675,400.719108375675,404.17403382277547,217.4839711273912,361.3475243626613,361.3475243626613,361.3475243626613,361.3475243626613,366.6421118263155,258.0908892055376,348.1855159712129,348.1855159712129,348.1855159712129,348.1855159712129,347.6684779446232,474.1418424800258,519.9759591683302,519.9759591683303,519.9759591683302,519.9759591683303,8188.394649542513
CHBANATE,,316.2243152822935,316.22431528229356,316.22431528229356,309.5360430806119,94.62714946847954,642.710382547392,642.710382547392,642.7103825473921,642.7103825473921,269.7615729914047,94.89781992097741,359.8447999672205,359.8447999672205,359.8447999672205,359.84479996722047,177.78205971460676,130.44466409173708,391.9726132266414,391.97261322664144,391.9726132266414,391.9726132266414,7603.833438079715
BIR TALEB,,352.25665347199083,352.2566534719909,352.25665347199083,288.87659660382445,104.18928326183843,698.9728835912967,698.9728835912967,698.9728835912967,698.9728835912967,175.1481173072486,69.76132704879461,273.97279115435424,273.9727911543543,273.9727911543543,273.9727911543543,156.3600635218482,128.8426477520273,330.9289250124105,330.92892501241045,330.92892501241045,330.9289250124105,7195.446394943798
AZGHAR,,333.6885287932272,333.68852879322725,333.6885287932272,285.8742236650534,101.48858802046234,613.0337565603218,613.0337565603218,613.0337565603216,613.0337565603219,145.702077677361,116.68974449693866,354.56093097938697,354.56093097938697,354.5609309793869,354.56093097938697,124.56916967056573,80.76200503097236,306.9097103534893,306.9097103534893,306.90971035348934,306.9097103534893,6954.168986513829
SIDI AMEUR EL HADI,,421.1485805275472,421.1485805275472,421.1485805275472,335.2188668175911,168.32940209751501,421.4123086318072,421.4123086318072,421.4123086318072,421.41230863180726,333.3478678940837,59.46256682641124,301.286872527777,301.286872527777,301.286872527777,301.286872527777,240.787327023854,194.61689712019384,348.83260066342814,348.83260066342814,348.83260066342814,348.83260066342814,6881.335796654339
KARIAT BEN AOUDA,,308.01759065483543,308.01759065483543,308.01759065483543,389.0291868194939,230.35357539658492,230.35357539658486,230.35357539658492,230.35357539658486,230.35357539658492,413.75432099787696,216.73076807757207,216.73076807757207,216.73076807757207,216.73076807757207,216.73076807757207,299.2408518693632,228.19245514417457,228.19245514417457,228.19245514417457,228.19245514417457,228.19245514417455,5402.461124742897
SIDI MOHAMED BEN MANSOUR,,226.6898615921918,226.6898615921918,226.6898615921918,246.44423780819167,206.7171767339011,206.7171767339011,206.71717673390114,206.7171767339011,206.7171767339011,225.21856234510238,248.49228616312658,248.49228616312664,248.49228616312664,248.49228616312664,248.49228616312664,201.86631892034794,332.77661034531536,332.77661034531536,332.77661034531536,332.77661034531536,332.77661034531536,5293.5290700619325
OULAD BEN HAMMADI,,197.44946056343824,197.4494605634383,197.4494605634383,222.0525687610582,59.245319699802764,518.7593054385197,518.7593054385197,518.7593054385197,518.7593054385197,107.20708718221029,82.67545874836044,233.1603206826842,233.1603206826842,233.1603206826842,233.1603206826842,70.85559894910624,58.87895059583478,191.10749163747752,191.10749163747752,191.10749163747752,191.10749163747752,4965.371836661411
BOUMAIZ,,321.4064975764255,321.4064975764255,321.4064975764255,307.30164151565845,111.3994232769297,345.31994330053,345.3199433005299,345.3199433005299,345.31994330053,153.2324578446093,140.4979237322639,221.99066919596353,221.99066919596353,221.99066919596353,221.99066919596348,136.37546229992438,78.44716641686533,180.71079989156087,180.71079989156084,180.71079989156087,180.71079989156087,4883.559217367744
SIDI ALLAL TAZI,,218.49517084683288,218.4951708468329,218.4951708468329,261.5162995392564,178.80630582909677,178.80630582909677,178.8063058290968,178.8063058290968,178.80630582909677,200.82981224038514,201.79373661489444,201.79373661489444,201.79373661489447,201.79373661489444,201.79373661489447,214.34878536697693,318.1006516633995,318.1006516633995,318.1006516633995,318.1006516633995,318.1006516633995,4825.683880224072
ZIRARA,,163.53250107637294,163.53250107637294,163.53250107637294,183.30622477399038,85.66674554594152,387.01522514538334,387.0152251453834,387.01522514538334,387.01522514538334,109.21689251858581,82.90962755780389,233.0356299254174,233.0356299254174,233.0356299254174,233.0356299254174,76.84577420288088,65.02516154019224,198.68782619983148,198.6878261998315,198.68782619983148,198.68782619983148,4368.5226544510415
SFAFAA,,139.6523686000091,139.6523686000091,139.6523686000091,184.74124551034964,101.9817478070906,115.74761394447475,115.74761394447476,115.74761394447476,115.74761394447476,80.50126843362249,117.24588337834378,123.37751047060499,123.37751047060499,123.37751047060502,123.37751047060499,86.4934123839255,94.28806576623055,100.68000101939482,100.68000101939482,100.68000101939482,100.68000101939482,2443.429230817488
SIDI KACEM,,36.09125221175848,36.09125221175848,36.09125221175848,26.699307685235713,20.869336505485983,99.49470357391955,99.49470357391955,99.49470357391955,99.49470357391955,11.928462149323106,16.137904527456243,56.31602797058106,56.31602797058106,56.31602797058106,56.31602797058106,7.511662980418485,17.982489645433613,39.40063640394025,39.40063640394023,39.40063640394025,39.40063640394025,990.248391922392
DAR GUEDDARI,,12.82760662856158,12.82760662856158,12.82760662856158,15.56365420389811,9.98417290159936,9.98417290159936,9.98417290159936,9.98417290159936,9.98417290159936,5.973366823287665,10.762333844748108,10.762333844748108,10.762333844748108,10.762333844748108,10.762333844748108,30.209479885648843,72.26803539920583,72.26803539920583,72.26803539920583,72.26803539920583,72.26803539920583,555.3020315262858
MEHDIA,,33.81721329600615,33.81721329600615,33.81721329600615,14.08251412939932,24.646851212182142,24.646851212182142,24.646851212182142,24.64685121218214,24.646851212182142,10.491941121826171,31.63051240470138,31.63051240470138,31.63051240470139,31.63051240470138,31.63051240470139,9.924269594415403,18.556281165424423,18.556281165424423,18.556281165424423,18.556281165424423,18.556281165424423,510.11858864519905
SOUK ARBAA,,25.962175132159064,25.962175132159064,25.962175132159064,15.182581801231235,15.84019462572285,15.840194625722846,15.840194625722846,15.840194625722846,15.840194625722846,16.394282177542898,14.425068233810126,14.425068233810126,14.425068233810126,14.425068233810126,14.425068233810126,10.004640516728418,11.916208393111884,11.916208393111884,11.916208393111884,11.916208393111884,11.916208393111884,330.3753861552042
SIDI SLIMANE,,9.611874235133751,9.611874235133751,9.611874235133751,19.609326663842296,8.50692696347704,33.13740306795008,33.13740306795008,33.13740306795008,33.13740306795008,11.430044833828793,12.199340761036593,11.096999966215247,11.096999966215249,11.096999966215247,11.096999966215249,9.33358111384373,5.5461163547530825,11.12686149472704,11.12686149472704,11.12686149472704,11.12686149472704,316.9060175117523
HAD KOURT,,15.159801282767503,15.159801282767503,15.159801282767503,18.753443611486098,10.848460839867686,22.37403791850969,22.37403791850969,22.37403791850969,22.37403791850969,18.436966508418067,5.098881151482077,11.306205991091261,11.306205991091261,11.306205991091261,11.306205991091261,15.28619563809264,5.329102593323951,9.775579830537684,9.775579830537684,9.775579830537684,9.775579830537684,293.0557491515276
MECHRAA BEL KSIRI,,15.677514904258578,15.677514904258581,15.677514904258578,12.205452308481256,8.654294483881932,8.654294483881932,8.654294483881932,8.654294483881932,8.654294483881932,13.37383524637858,13.470149382850796,13.470149382850796,13.470149382850796,13.470149382850796,13.470149382850796,9.909082267228667,16.769025653782265,16.769025653782265,16.769025653782265,16.769025653782265,16.769025653782265,276.9882621374391
SIDI YAHYA EL GHARB,,16.213404927320294,16.213404927320294,16.213404927320294,11.287023059369258,6.6147104756673185,6.6147104756673185,6.6147104756673185,6.6147104756673185,6.6147104756673185,9.291175733295516,10.71196912469602,10.711969124696019,10.711969124696019,10.711969124696019,10.711969124696019,8.508303084513347,9.66176765403598,9.66176765403598,9.66176765403598,9.66176765403598,9.66176765403598,212.6689529311356
JORF EL MELHA,,4.314617940027573,4.314617940027574,4.314617940027574,7.840742226203468,3.657116962675207,13.585639545228245,13.585639545228245,13.585639545228245,13.585639545228245,3.680602738922718,1.2618575525500728,3.08407841966816,3.08407841966816,3.08407841966816,3.08407841966816,2.824132512494256,1.9482821858723958,3.834008508899165,3.834008508899165,3.834008508899165,3.834008508899165,116.1714938939831
