Name,Nom_couran,2026-01-27,2026-01-28,2026-01-29,2026-01-30,2026-01-31,2026-02-01,2026-02-02,2026-02-03,2026-02-04,2026-02-05,2026-02-06,2026-02-07,2026-02-08,2026-02-09,2026-02-10,2026-02-11,2026-02-12,2026-02-13,2026-02-14,2026-02-15,2026-02-16,2026-02-17,2026-02-18,2026-02-19,2026-02-20,2026-02-21,2026-02-22,2026-02-23,2026-02-24,2026-02-25,2026-02-26,TOTAL_ha
SFAFAA,,80.50126843362249,117.24588337834375,123.37751047060499,123.37751047060499,123.37751047060499,123.37751047060499,86.4934123839255,94.28806576623055,100.68000101939482,100.68000101939482,100.68000101939482,100.68000101939482,120.06685307075051,97.93450945094688,110.35848645732803,110.35848645732803,110.35848645732803,110.35848645732803,193.1651021312758,149.9673671775429,158.4017969116929,158.4017969116929,158.40179691169288,158.4017969116929,360.87573749924604,136.54814826942595,151.37972225655352,151.37972225655352,151.37972225655352,151.37972225655352,151.37972225655352,4165.256138280162
SIDI KACEM,,11.928462149323106,16.137904527456243,56.31602797058106,56.31602797058106,56.31602797058106,56.31602797058106,7.511662980418486,6.001933729104435,39.40063640394025,39.40063640394025,39.40063640394025,39.40063640394025,21.68640924961464,8.415662325008617,43.87647289751839,43.87647289751839,43.87647289751839,43.87647289751839,26.21738766134823,48.67277099488501,90.03448913790834,90.03448913790834,90.03448913790834,90.03448913790835,70.20889899943035,33.39251621463551,120.30537843186322,120.30537843186322,120.30537843186322,120.30537843186322,120.30537843186322,1770.2110066303326
DAR GUEDDARI,,5.973366823287665,10.762333844748108,10.762333844748108,10.762333844748108,10.762333844748108,10.762333844748108,30.209479885648843,72.26803539920583,72.26803539920583,72.26803539920583,72.26803539920583,72.26803539920583,85.9117856496175,67.42793561930338,67.42793561930338,67.42793561930338,67.42793561930338,67.42793561930338,76.37912253305473,68.2165516745414,68.2165516745414,68.2165516745414,68.2165516745414,68.2165516745414,30.277224215399045,15.504853795010433,15.504853795010433,15.504853795010433,15.504853795010433,15.504853795010433,15.504853795010433,1415.154384566064
MEHDIA,,10.491941121826171,31.63051240470139,31.63051240470139,31.63051240470139,31.63051240470139,31.63051240470139,9.924269594415403,18.556281165424423,18.556281165424423,18.556281165424423,18.556281165424423,18.556281165424423,12.503814228360046,19.459965299108166,19.459965299108166,19.459965299108166,19.459965299108166,19.459965299108166,15.63166517263375,37.586422536836515,37.586422536836515,37.586422536836515,37.586422536836515,37.586422536836515,22.571838228281056,40.160899322186644,40.16089932218664,40.160899322186644,40.16089932218664,40.16089932218664,40.160899322186644,848.2548313089886
SIDI SLIMANE,,11.430044833828793,12.199340761036593,11.096999966215249,11.096999966215247,11.096999966215247,11.096999966215249,9.333581113843731,5.5461163547530825,11.12686149472704,11.12686149472704,11.12686149472704,11.12686149472704,16.27239337986366,8.460846494535557,20.436800365014168,20.436800365014168,20.436800365014168,20.43680036501417,24.07910171361587,20.92030956763174,35.10590456207874,35.105904562078734,35.10590456207874,35.10590456207874,43.603105789052925,20.14883046385522,41.73670243732528,41.736702437325285,41.73670243732528,41.73670243732528,41.736702437325285,691.7434482107845
HAD KOURT,,18.436966508418067,5.098881151482077,11.306205991091261,11.306205991091261,11.306205991091261,11.306205991091261,15.28619563809264,4.225228370684455,9.775579830537684,9.775579830537684,9.775579830537684,9.775579830537684,18.2361923682239,4.805114648138307,9.705642759794348,9.705642759794348,9.705642759794346,9.705642759794348,20.441722072466685,10.823600175015319,29.006696729784203,29.006696729784203,29.006696729784203,29.006696729784203,36.13231919102089,18.973377127434226,35.306348287245804,35.306348287245804,35.306348287245804,35.306348287245804,35.306348287245804,568.1678399320355
MECHRAA BEL KSIRI,,13.373835246378581,13.470149382850796,13.470149382850796,13.470149382850796,13.470149382850796,13.470149382850796,9.909082267228667,16.769025653782265,16.769025653782265,16.769025653782265,16.769025653782265,16.769025653782265,20.73067145722034,15.020758928641525,15.020758928641525,15.020758928641524,15.020758928641525,15.020758928641525,20.64884986834358,21.786047534957582,21.786047534957586,21.786047534957586,21.786047534957586,21.786047534957586,31.168909263162053,18.14395694615981,18.143956946159808,18.143956946159808,18.14395694615981,18.143956946159808,18.14395694615981,539.9249972804528
SOUK ARBAA,,16.394282177542898,14.425068233810126,14.425068233810126,14.425068233810126,14.425068233810126,14.425068233810126,10.004640516728418,11.916208393111884,11.916208393111884,11.916208393111884,11.916208393111884,11.916208393111884,15.183037364322441,8.76128380684647,8.76128380684647,8.76128380684647,8.76128380684647,8.76128380684647,20.10422511772605,20.62581705149931,20.62581705149931,20.62581705149931,20.62581705149931,20.62581705149931,36.63195246452781,22.89167428962259,22.89167428962259,22.89167428962259,22.89167428962259,22.89167428962259,22.89167428962259,514.3100708049221
SIDI YAHYA EL GHARB,,9.291175733295516,10.711969124696019,10.71196912469602,10.71196912469602,10.71196912469602,10.71196912469602,8.508303084513347,9.66176765403598,9.66176765403598,9.66176765403598,9.66176765403598,9.66176765403598,12.147376361538756,11.85273643134622,11.85273643134622,11.85273643134622,11.85273643134622,11.85273643134622,14.9405966563984,15.273466456322765,15.273466456322765,15.273466456322765,15.273466456322762,15.273466456322765,28.48318257364909,19.997643186813058,19.997643186813058,19.997643186813058,19.997643186813058,19.997643186813058,19.997643186813054,430.85619186227825
JORF EL MELHA,,3.680602738922718,1.2618575525500728,3.08407841966816,3.08407841966816,3.08407841966816,3.08407841966816,2.824132512494256,1.5504139093974993,3.834008508899165,3.834008508899165,3.834008508899165,3.834008508899165,3.457520497268977,1.2818425564395681,3.0823290028530943,3.0823290028530943,3.0823290028530943,3.0823290028530943,7.598631687945196,6.834681506934072,12.169722043098,12.169722043098,12.169722043098,12.169722043098,15.772772477728152,10.293767276814778,17.495969882166246,17.495969882166246,17.495969882166246,17.495969882166246,17.495969882166246,230.71662402540014
